name,hard_coded_name,normed_name,oid,name_1,oid_1,name_2,oid_2,name_3,oid_3,name_4,oid_4,name_5,oid_5,name_6,oid_6,name_7,oid_7,name_8,oid_8,name_9,oid_9,name_10,oid_10,name_11,oid_11,name_12,oid_12,name_13,oid_13,name_14,oid_14,name_15,oid_15,name_16,oid_16,name_17,oid_17,name_18,oid_18,name_19,oid_19,name_20,oid_20,name_21,oid_21,name_22,oid_22,name_23,oid_23,name_24,oid_24,name_25,oid_25,name_26,oid_26,name_27,oid_27
Los Angeles City Attorney Mike Feuer,,los angeles city attorney mike feuer,94437,Los Angeles City Attorney Mike Feuer,107336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles City Attorneys Office,,los angeles city attorneys office,1267,Los Angeles City Attorneys Office,107541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles College Faculty Guild,,los angeles college faculty guild,96740,The Los Angeles College Faculty Guild,107144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Community College District,,los angeles community college district,2318,Los Angeles Community College District,108468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles County Ambulance Association,,los angeles county ambulance association,94321,"Los Angeles County Ambulance Association, Inc.",103421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles County District Attorney'S Office,,los angeles county district attorneys office,715,Los Angeles County  District AttorneyS Office,107407,Los Angeles County District AttorneyS Office,107495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles County Education Foundation,,los angeles county education foundation,2155,Los Angeles County Education Foundation,109296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles County Employees Retirement Association,,los angeles county employees retirement association,1366,Los Angeles County Employees Retirement Association,109895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles County Fair Association,,los angeles county fair association,677,Los Angeles County Fair Association,108890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles County Lifeguard Association,,los angeles county lifeguard association,729,Los Angeles County Lifeguard Association,109583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles County Metropolitan Transportation Authority,,los angeles county metropolitan transportation authority,366,Los Angeles County Metropolitan Transportation Authority,107671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles County Of,,los angeles county of,567,Los Angeles County Of,107588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles County Office Of Education,,los angeles county office of education,678,Los Angeles County Office Of Education,107685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles County Police Chiefs Association,,los angeles county police chiefs association,2201,Los Angeles County Police Chiefs Association,109162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles County Probation Officers Union,,los angeles county probation officers union,97968,Los Angeles County Probation Officers' Union,101600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles County Professional Peace Officers Association,,los angeles county professional peace officers association,1983,Los Angeles County Professional Peace Officers Association,107583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles County Sanitation Districts,,los angeles county sanitation districts,105604,Los Angeles County Sanitation Districts,114356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles County Sheriff'S Department,,los angeles county sheriffs department,2284,Los Angeles County Sheriffs Department,102509,Los Angeles County SheriffS Department,107601.0,Los Angeles County Sheriffs' Department,105908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles County Waste Management Association,,los angeles county waste management association,2228,Los Angeles County Waste Management Association,107602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Dodgers,,los angeles dodgers,3088,Los Angeles Dodgers LLC,114498,The Los Angeles Dodgers,95893.0,Los Angeles Dodgers,111597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Exposition Light Rail Construction Authority The,,los angeles exposition light rail construction authority,2658,Los Angeles Exposition Light Rail Construction Authority The,113066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Foundation for the Circus Arts,,los angeles foundation for the circus arts,95805,The Los Angeles Foundation for the Circus Arts,106479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Gay And Lesbian Center,,los angeles gay and lesbian center,3651,Los Angeles Gay And Lesbian Center,112057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Jewish Home,,los angeles jewish home,5577,Los Angeles Jewish Home,109020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Los Angeles Lakers, Inc.; The",,los angeles lakers,15256,Los Angeles Lakers Inc The,110257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Lakersinc.,,los angeles lakersinc,484,Los Angeles Lakersinc,114145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Maritime Institute,,los angeles maritime institute,1902,Los Angeles Maritime Institute,112556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Metro Hispanic Chamber Of Commerce,,los angeles metro hispanic chamber of commerce,2174,Los Angeles Metro Hispanic Chamber Of Commerce,111901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Neighborhood Land Trust,,los angeles neighborhood land trust,5086,Los Angeles Neighborhood Land Trust,109875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Police Protective League,,los angeles police protective league,736,Los Angeles Police Protective League,110651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Probation Officers Union,,los angeles probation officers union,10648,Los Angeles Probation Officers' Union,94741,Los Angeles Probation Officer's Union,96989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Los Angeles Probation Officers' Union, Afscme Local 685",,"los angeles probation officers union, afscme local 685",15404,"Los Angeles Probation Officers Union, AFSCME Local 685",96542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Probation Unionafscmelocal 685,,los angeles probation unionafscmelocal 685,737,Los Angeles Probation Unionafscmelocal 685,114055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles To Pasadena Metro Blue Line Construction Authority,,los angeles to pasadena metro blue line construction authority,641,Los Angeles To Pasadena Metro Blue Line Construction Authority,113208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Trust for Children's Health,,los angeles trust for childrens health,94687,The Los Angeles Trust for Children's Health,97351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Turf Club At Santa Anita,,los angeles turf club at santa anita,340,Los Angeles Turf Club At Santa Anita,114208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Unified School District,,los angeles unified school district,1014,Los Angeles Unified School District,107572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Unified School District Personnel Commission,,los angeles unified school district personnel commission,2547,Los Angeles Unified School District Personnel Commission,111835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Urban League Executives,,los angeles urban league executives,3017,Los Angeles Urban League Executives,112813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Los Angeles, City Of",,city of los angeles,550,City Of Los Angeles,109934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Banos Unified School District,,los banos unified school district,793,Los Banos Unified School District,112628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Casas Homeowners Association,,los casas homeowners association,104439,Los Casas Homeowner's Association,106424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Coyotes Band Of Cahuilla  Cupeno Indians,,los coyotes band of cahuilla cupeno indians,113272,Los Coyotes Band Of Cahuilla  Cupeno Indians,113564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Rios Community College District,,los rios community college district,2320,Los Rios Community College District,108467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lovell Law Offices Of John,,lovell law offices of john,2328,Lovell Law Offices Of John,108988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low Income Investment Fund,,low income investment fund,3028,Low Income Investment Fund,112689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loya Casualty Insurance Company,,loya casualty insurance company,2865,Loya Casualty Insurance Company,112924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ls Power Associates, L.P.",,ls power associates,3486,Ls Power Associates LP,111585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lsv Asset Management,,lsv asset management,4785,Lsv Asset Management,108049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucia Mar Unified School District,,lucia mar unified school district,5114,Lucia Mar Unified School District,108571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucidus Capital Partners LLP,,lucidus capital partners,4396,Lucidus Capital Partners LLP,107908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucky Chances Inc.,,lucky chances,1647,Lucky Chances Inc,113725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumetra,,lumetra,646,Lumetra,114092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lumina Healthcare, LLC",,lumina healthcare,4683,Lumina Healthcare LLC,110758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lutetium Capital,,lutetium capital,5059,Lutetium Capital,108140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luther Burbank School District,,luther burbank school district,3808,Luther Burbank School District,111875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lutheran Augustana Center For Extended Care And Rehabilitation,,lutheran augustana center for extended care and rehabilitation,117644,"Lutheran Augustana Center For Extended Care And Rehabilitation, Inc.",119064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lutheran Office of Public Policy California,,lutheran office of public policy california,96727,Lutheran Office of Public Policy  California,102510,Lutheran Office Of Public Policy  California,108019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luxottica Retail North America, Inc.",,luxottica retail north america,16763,Luxottica Retail North America Inc,109373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyfesystems,,lyfesystems,15915,Lyfesystems,111617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lyft, Inc.",,lyft,4856,Lyft Inc,108298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lynwood Unified School District,,lynwood unified school district,969,Lynwood Unified School District,113978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lynwoodcity Of,,lynwoodcity of,4131,Lynwoodcity Of,110751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyons Magnus,,lyons magnus,3449,Lyons Magnus,112207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lytle Development Company,,lytle development company,2430,Lytle Development Company,113368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lytton Band Of Pomo Indians,,lytton band of pomo indians,257,Lytton Band Of Pomo Indians,114245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lytton Band Of Pomo Indians On Behalf Of Rumsey Indian Rancheria,,lytton band of pomo indians on behalf of rumsey indian rancheria,1339,Lytton Band Of Pomo Indians On Behalf Of Rumsey Indian Rancheria,113836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lytton Rancheria,,lytton rancheria,4468,Lytton Rancheria,108671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lytx, Inc.",,lytx,4887,Lytx Inc,110241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyxor Asset Management Inc.,,lyxor asset management,19253,Lyxor Asset Management Inc,108254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay Shields LLC,,mackay shields,5195,Mackay Shields LLC,108216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macpherson Oil,,macpherson oil,3283,Macpherson Oil,112204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macquarie Infrastructure And Real Assets Inc.,,macquarie infrastructure and real assets,3939,Macquarie Infrastructure And Real Assets Inc,107781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madaffer Enterprises,,madaffer enterprises,65554,"Madaffer Enterprises, Inc.",95428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madelaine Chocolate Novelties, Inc.",,madelaine chocolate novelties,117640,Madelaine Chocolate Novelties Inc.,121577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera County Office Of Education,,madera county office of education,4821,Madera County Office Of Education,110416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera Disposal Systemsinc.,,madera disposal systemsinc,234,Madera Disposal Systemsinc,112166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera Irrigation District,,madera irrigation district,1701,Madera Irrigation District,113172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maderacounty Of,,maderacounty of,1745,Maderacounty Of,113359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madison Dearborn Partners, LLC",,madison dearborn partners,4744,Madison Dearborn Partners LLC,108035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madison Square Garde, L.P.",,madison square garde,4189,Madison Square Garde LP,111418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison Square Garden,,madison square garden,114684,Madison Square Garden L.p.,121686,Madison Square Garden LP,118478.0,"Madison Square Garden, L.p.",118352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maersk Company, The",,maersk company,985,Maersk Company The,113974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maersk Inc.,,maersk,14544,Maersk Inc,108392,Maersk,100870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magellan Behavioral Health,,magellan behavioral health,1626,Magellan Behavioral Health,113737,Magellan Behavioral Health Inc,113154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magellan Health Services,,magellan health services,121224,"Magellan Health Services, Inc.",121258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Magellan Health, Inc.",,magellan health,5153,Magellan Health Inc,108203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magna Legal Services,,magna legal services,19131,Magna Legal Services,109198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnolia Elementary School District,,magnolia elementary school district,946,Magnolia Elementary School District,113986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnolia Public Schools,,magnolia public schools,4979,Magnolia Public Schools,110530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnum Real Estate Group INC,,magnum real estate group,117793,Magnum Real Estate Group,121964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main Street Fibers,,main street fibers,3129,Main Street Fibers,111091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Main Street Property Services, Inc.",,main street property services,54370,Main Street Property Services,93970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maintenance Cooperation Trust Fund,,maintenance cooperation trust fund,9625,The Maintenance Cooperation Trust Fund,102230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Majestic Insurance Company,,majestic insurance company,3126,Majestic Insurance Company,112734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Majestic Realty Co. ,,majestic realty,3551,Majestic Realty Co,109630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Majestic Usa Capital,,majestic usa capital,3909,Majestic Usa Capital,111654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Major League Baseball Players' Association,,major league baseball players association,4708,Major League Baseball Players Association,110733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Major League Soccer Players' Union,,major league soccer players union,4591,Major League Soccer Players Union,110847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Major League Soccer, L.l.c.",,major league soccer,118306,"Major League Soccer, LLC",119070,Major League Soccer,122184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Make The Road New York,,make the road new york,115391,"Make The Road New York, Inc.",116932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga County Water District,,malaga county water district,2619,Malaga County Water District,108729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Malcolm Pirnie, Inc.",,malcolm pirnie,118936,Malcolm Pirnie,122855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malibucity Of,,malibucity of,173,Malibucity Of,113113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mallard Farms,,mallard farms,4688,Mallard Farms,110754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mallinckrodt, LLC",,mallinckrodt,4707,Mallinckrodt LLC,109847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mammoth Lakes Housing, Inc.",,mammoth lakes housing,99306,Mammoth Lakes Housing,100935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Managed Career Solutions, Inc.",,managed career solutions,2352,Managed Career Solutions Inc,113433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Management Insights, Inc.",,management insights,1196,Management Insights Inc,113893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay Resort Group,,mandalay resort group,367,Mandalay Resort Group,114194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manhattan Beer Distributors,,manhattan beer distributors,117612,"Manhattan Beer Distributors, LLC",119148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manhole Adjusting, Inc.",,manhole adjusting,4583,Manhole Adjusting Inc,110894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manicube, Inc.",,manicube,5486,Manicube,97004,Manicube Inc,109579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manning Advocates,,manning advocates,1338,Manning Advocates,113837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manske Government Relations,,manske government relations,3901,Manske Government Relations,109651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manzanita School District,,manzanita school district,3473,Manzanita School District,112168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar Vista Community Council,,mar vista community council,93356,The Mar Vista Community Council,100220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marathon Administrative Company, Inc.",,marathon administrative company,29630,Marathon Administrative Company Inc,108737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March Joint Powers Authority,,march joint powers authority,4350,March Joint Powers Authority,111311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March Test,,march test,4291,March Test,111349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mare Investimentos Ltda,,mare investimentos ltda,4484,Mare Investimentos Ltda,111138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maricopa Orchards, LLC",,maricopa orchards,56314,Maricopa Orchards,96954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maricopa Unified School District,,maricopa unified school district,5076,Maricopa Unified School District,110415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marijuana Policy Project,,marijuana policy project,3022,Marijuana Policy Project,112160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marilyn Monroe, LLC",,marilyn monroe,2964,Marilyn Monroe LLC,112795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin Agricultural Land Trust,,marin agricultural land trust,3498,Marin Agricultural Land Trust,110194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin Builders' Association,,marin builders association,15229,Marin Builder's Association,29148,Marin Builders Association,104432.0,Marin Builders Association,111130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin Builders' Exchange,,marin builders exchange,903,Marin Builders Exchange,113997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin Clean Energy,,marin clean energy,5334,Marin Clean Energy,110073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin County Superintendents,,marin county superintendents,951,Marin County Superintendents,107758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin Energy Authority,,marin energy authority,4133,Marin Energy Authority,110999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin Healthcare District,,marin healthcare district,3493,Marin Healthcare District,111790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin Humane Society,,marin humane society,7463,The Marin Humane Society,100064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin Municipal Water District,,marin municipal water district,1540,Marin Municipal Water District,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin Sanitary Service,,marin sanitary service,4876,Marin Sanitary Service,110612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marin, County Of",,city of marin,368,CIty of Marin,29703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marina Community Partners LLC,,marina community partners,4199,Marina Community Partners LLC,111412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marina Recreation Association,,marina recreation association,16,Marina Recreation Association,108383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marine Mammal Center,,marine mammal center,19555,the Marine Mammal Center,102158,"Marine Mammal Center, The",103524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marine Spill Response Corporation,,marine spill response corporation,3059,Marine Spill Response Corporation,111757,Marine Spill Response Corporation,112632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposacounty Of,,mariposacounty of,2112,Mariposacounty Of,113541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maritime Museum Of San Diego,,maritime museum of san diego,1899,Maritime Museum Of San Diego,109917,The Maritime Museum of San Diego,96588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
