293499	`201720180AB211`	`A`	`ABPCA`	`CX16`	`Assembly Natural Resources`	`Bigelow`	2017-03-17 11:44:13	2017-03-14 00:00:00	NULL	BILL_ANALYSIS_TBL_61.lob	`Y`	`Y`	`devriejs`	2017-03-17 11:44:13
293423	`201720180AB214`	`A`	`ABPCA`	`CX09`	`Assembly Higher Education`	`Weber`	2017-03-13 10:53:27	2017-01-24 00:00:00	NULL	BILL_ANALYSIS_TBL_62.lob	`Y`	`Y`	`teelke`	2017-03-13 10:53:27
293637	`201720180AB214`	`A`	`ABPCA`	`CX11`	`Assembly Human Services`	`Weber`	2017-03-19 12:54:15	2017-01-24 00:00:00	NULL	BILL_ANALYSIS_TBL_63.lob	`Y`	`Y`	`fraustin`	2017-03-19 12:54:15
293721	`201720180AB216`	`A`	`ABPCA`	`CX04`	`Assembly Elections and Redistricting`	`Gonzalez Fletcher`	2017-03-21 12:10:43	2017-01-24 00:00:00	NULL	BILL_ANALYSIS_TBL_64.lob	`Y`	`Y`	`barberlb`	2017-03-21 12:10:43
293424	`201720180AB217`	`A`	`ABPCA`	`CX09`	`Assembly Higher Education`	`Low`	2017-03-13 10:53:35	2017-01-24 00:00:00	NULL	BILL_ANALYSIS_TBL_65.lob	`Y`	`Y`	`teelke`	2017-03-13 10:53:35
293758	`201720180AB218`	`A`	`ATR`	`CZ01`	`ASSEMBLY FLOOR ANALYSIS`	`BONTA`	2017-03-22 00:00:00	2017-03-20 00:00:00	NULL	BILL_ANALYSIS_TBL_66.lob	`Y`	`Y`	`BILL_ANALYSIS`	2017-03-22 16:38:06
293397	`201720180AB218`	`A`	`ABPCA`	`CX13`	`Assembly Judiciary`	`Bonta`	2017-03-12 14:19:19	2017-01-25 00:00:00	NULL	BILL_ANALYSIS_TBL_67.lob	`Y`	`Y`	`morantcm`	2017-03-12 14:19:19
293276	`201720180AB222`	`A`	`ABPCA`	`CX18`	`Assembly Public Safety`	`Bocanegra`	2017-02-27 09:40:53	2017-02-23 00:00:00	NULL	BILL_ANALYSIS_TBL_68.lob	`Y`	`Y`	`potterel`	2017-02-27 09:40:53
293277	`201720180AB223`	`A`	`ABPCA`	`CX18`	`Assembly Public Safety`	`Eggman`	2017-02-27 09:41:01	2017-01-26 00:00:00	NULL	BILL_ANALYSIS_TBL_69.lob	`Y`	`Y`	`potterel`	2017-02-27 09:41:01
293611	`201720180AB223`	`A`	`ABPCA`	`CX11`	`Assembly Human Services`	`Eggman`	2017-03-17 17:24:21	2017-03-15 00:00:00	NULL	BILL_ANALYSIS_TBL_70.lob	`Y`	`Y`	`fraustin`	2017-03-17 17:24:21
