"ABSENTEEISM: Surface all instances in which a legislator has registered no votes (so abstained/not voting/no vote recorded) on all bills heard in a committee or floor session, and has registered no utterances. The goal here is to get at absenteeism."


first,last,total absent,bid,hid,date
Isadore,Hall,113
,,,CA_201520160AB2530,1246,2016-06-02
,,,CA_201520160AB2153,1243,2016-06-01
,,,CA_201520160AB1842,1243,2016-06-01
,,,CA_201520160AB2027,1243,2016-06-01
,,,CA_201520160AB1872,1246,2016-06-02
,,,CA_201520160AB1853,1239,2016-05-31
,,,CA_201520160AB1715,1243,2016-06-01
,,,CA_201520160AB2373,1243,2016-06-01
,,,CA_201520160AB1794,1243,2016-06-01
,,,CA_201520160AB1883,1243,2016-06-01
,,,CA_201520160SB1005,1334,2016-06-16
,,,CA_201520160AJR45,1379,2016-06-23
,,,CA_201520160SJR20,1408,2016-06-30
,,,CA_201520160AJR3,1501,2016-08-04
,,,CA_201520160SB867,1501,2016-08-04
,,,CA_201520160SB896,1501,2016-08-04
,,,CA_201520160SB1379,1640,2016-08-19
,,,CA_201520160SB1192,1757,2016-08-23
,,,CA_201520160SB1300,1757,2016-08-23
,,,CA_201520160SB122,1757,2016-08-23
,,,CA_201520160SB824,1757,2016-08-23
,,,CA_201520160SB554,1766,2016-08-24
,,,CA_201520160SB661,1798,2016-08-31
,,,CA_201520160SJR29,1798,2016-08-31
Adrin,Nazarian,31
,,,CA_201520160SB530,339,2015-06-22
,,,CA_201520160SB643,411,2015-07-14
,,,CA_201520160AB1938,944,2016-04-04
,,,CA_201520160AB2145,944,2016-04-04
,,,CA_201520160AB1726,1102,2016-04-12
,,,CA_201520160AB2079,1102,2016-04-12
,,,CA_201520160AB1104,637,2015-04-30
,,,CA_201520160AB182,645,2015-05-11
,,,CA_201520160AB51,744,2015-05-28
,,,CA_201520160AB1373,744,2015-05-28
,,,CA_201520160SB415,787,2015-07-16
,,,CA_201520160AJR25,809,2015-08-27
,,,CA_201520160AB620,731,2016-01-28
,,,CA_201520160SB462,878,2015-08-31
,,,CA_201520160AB1437,728,2016-01-27
,,,CA_201520160AB26,728,2016-01-27
,,,CA_201520160AB45,728,2016-01-27
,,,CA_201520160AB2245,942,2016-04-04
,,,CA_201520160SB93,990,2016-04-14
,,,CA_201520160AB2291,990,2016-04-14
,,,CA_201520160AB1947,990,2016-04-14
,,,CA_201520160AB2218,990,2016-04-14
,,,CA_201520160ACR121,990,2016-04-14
,,,CA_201520160AB1817,990,2016-04-14
,,,CA_201520160AB2509,1022,2016-04-21
,,,CA_201520160ACR137,1065,2016-04-28
,,,CA_201520160AB1669,1106,2016-05-05
,,,CA_201520160AB2444,1379,2016-06-23
,,,CA_201520160SB959,1645,2016-08-18
,,,CA_201520160SB1129,1645,2016-08-18
,,,CA_201520160SB1146,1757,2016-08-23
Roger,Hernandez,204
,,,CA_201520160AB226,263,2015-04-14
,,,CA_201520160AB366,263,2015-04-14
,,,CA_201520160AB384,263,2015-04-14
,,,CA_201520160AB572,263,2015-04-14
,,,CA_201520160AB614,263,2015-04-14
,,,CA_201520160AB627,263,2015-04-14
,,,CA_201520160AB50,263,2015-04-14
,,,CA_201520160AB59,263,2015-04-14
,,,CA_201520160AB635,263,2015-04-14
,,,CA_201520160AB775,263,2015-04-14
,,,CA_201520160AB845,263,2015-04-14
,,,CA_201520160AB858,263,2015-04-14
,,,CA_201520160AB1129,263,2015-04-14
,,,CA_201520160AB1163,263,2015-04-14
,,,CA_201520160AB1193,263,2015-04-14
,,,CA_201520160AB1194,263,2015-04-14
,,,CA_201520160AB1237,263,2015-04-14
,,,CA_201520160AB1261,263,2015-04-14
,,,CA_201520160SB48,361,2015-06-29
,,,CA_201520160SB541,361,2015-06-29
,,,CA_201520160SB643,411,2015-07-14
,,,CA_201520160SB377,481,2015-08-17
,,,CA_201520160AB1964,1058,2016-04-27
,,,CA_201520160AB1993,1058,2016-04-27
,,,CA_201520160AB2089,1058,2016-04-27
,,,CA_201520160AB2126,1058,2016-04-27
,,,CA_201520160AB2228,1058,2016-04-27
,,,CA_201520160AB2455,1058,2016-04-27
,,,CA_201520160AB2466,1058,2016-04-27
,,,CA_201520160AB2735,1058,2016-04-27
,,,CA_201520160AB2792,1058,2016-04-27
,,,CA_201520160AB2890,1058,2016-04-27
,,,CA_201520160AB2763,1064,2016-04-27
,,,CA_201520160AB2867,1064,2016-04-27
,,,CA_201520160SB819,1255,2016-06-08
,,,CA_201520160SB1285,1410,2016-06-30
,,,CA_201520160AB87,615,2015-03-19
,,,CA_201520160AB173,623,2015-04-06
,,,CA_201520160AB251,623,2015-04-06
,,,CA_201520160AB422,643,2015-05-07
,,,CA_201520160AB1129,643,2015-05-07
,,,CA_201520160AB651,643,2015-05-07
,,,CA_201520160AB1322,643,2015-05-07
,,,CA_201520160AB726,643,2015-05-07
,,,CA_201520160AB1279,643,2015-05-07
,,,CA_201520160AB724,643,2015-05-07
,,,CA_201520160AB628,643,2015-05-07
,,,CA_201520160AB272,643,2015-05-07
,,,CA_201520160AB594,643,2015-05-07
,,,CA_201520160AB610,643,2015-05-07
,,,CA_201520160AB1043,643,2015-05-07
,,,CA_201520160AB1058,643,2015-05-07
,,,CA_201520160AB83,643,2015-05-07
,,,CA_201520160HR20,643,2015-05-07
,,,CA_201520160AB506,643,2015-05-07
,,,CA_201520160AB844,643,2015-05-07
,,,CA_201520160AB1195,643,2015-05-07
,,,CA_201520160AB1267,643,2015-05-07
,,,CA_201520160AB1283,643,2015-05-07
,,,CA_201520160AB627,643,2015-05-07
,,,CA_201520160AB1430,643,2015-05-07
,,,CA_201520160AB1337,643,2015-05-07
,,,CA_201520160AJR8,643,2015-05-07
,,,CA_201520160AB1099,744,2015-05-28
,,,CA_201520160SB14,784,2015-07-06
,,,CA_201520160SB176,784,2015-07-06
,,,CA_201520160SB175,806,2015-08-24
,,,CA_201520160SB536,878,2015-08-31
,,,CA_201520160AB1854,1081,2016-04-07
,,,CA_201520160AB1808,1022,2016-04-21
,,,CA_201520160ACR100,1078,2016-05-02
,,,CA_201520160AB2361,1078,2016-05-02
,,,CA_201520160AB2691,1078,2016-05-02
,,,CA_201520160AB2128,1078,2016-05-02
,,,CA_201520160AB1702,1078,2016-05-02
,,,CA_201520160AB2735,1078,2016-05-02
,,,CA_201520160AB1921,1078,2016-05-02
,,,CA_201520160SJR19,1086,2016-05-03
,,,CA_201520160AB2501,1237,2016-05-27
,,,CA_201520160AB2770,1237,2016-05-27
,,,CA_201520160SB836,1334,2016-06-16
,,,CA_201520160SB837,1334,2016-06-16
,,,CA_201520160SB843,1334,2016-06-16
,,,CA_201520160SB838,1334,2016-06-16
,,,CA_201520160SB840,1334,2016-06-16
,,,CA_201520160SB839,1334,2016-06-16
,,,CA_201520160SB1005,1334,2016-06-16
,,,CA_201520160SB1130,1334,2016-06-16
,,,CA_201520160SB1281,1334,2016-06-16
,,,CA_201520160SB448,1489,2016-08-01
,,,CA_201520160ACR195,1501,2016-08-04
,,,CA_201520160AJR3,1501,2016-08-04
,,,CA_201520160SB867,1501,2016-08-04
,,,CA_201520160SB983,1501,2016-08-04
,,,CA_201520160SB734,1501,2016-08-04
,,,CA_201520160SB1343,1501,2016-08-04
,,,CA_201520160SB1229,1501,2016-08-04
,,,CA_201520160SJR22,1501,2016-08-04
,,,CA_201520160SB814,1501,2016-08-04
,,,CA_201520160SB923,1501,2016-08-04
,,,CA_201520160SB954,1501,2016-08-04
,,,CA_201520160SB1030,1501,2016-08-04
,,,CA_201520160SB1062,1501,2016-08-04
,,,CA_201520160SB875,1501,2016-08-04
,,,CA_201520160SB896,1501,2016-08-04
,,,CA_201520160SB872,1501,2016-08-04
,,,CA_201520160SB1089,1501,2016-08-04
,,,CA_201520160SB882,1501,2016-08-04
,,,CA_201520160SB759,1501,2016-08-04
,,,CA_201520160SB1257,1501,2016-08-04
,,,CA_201520160AB1701,1506,2016-08-08
,,,CA_201520160SB1298,1532,2016-08-11
,,,CA_201520160SB654,1532,2016-08-11
,,,CA_201520160SB404,1547,2016-08-15
,,,CA_201520160SB443,1547,2016-08-15
,,,CA_201520160SB1476,1547,2016-08-15
,,,CA_201520160SB1242,1547,2016-08-15
,,,CA_201520160SB1032,1547,2016-08-15
,,,CA_201520160SB947,1645,2016-08-18
,,,CA_201520160SB450,1645,2016-08-18
,,,CA_201520160SB1007,1645,2016-08-18
,,,CA_201520160SB813,1645,2016-08-18
,,,CA_201520160SB266,1645,2016-08-18
,,,CA_201520160SB1128,1645,2016-08-18
,,,CA_201520160SB997,1645,2016-08-18
,,,CA_201520160SB1051,1645,2016-08-18
,,,CA_201520160SB869,1645,2016-08-18
,,,CA_201520160SB977,1645,2016-08-18
,,,CA_201520160SB1036,1645,2016-08-18
,,,CA_201520160SB1108,1645,2016-08-18
,,,CA_201520160SB905,1645,2016-08-18
,,,CA_201520160SB974,1645,2016-08-18
,,,CA_201520160SB1088,1645,2016-08-18
,,,CA_201520160SB253,1645,2016-08-18
,,,CA_201520160SB1451,1645,2016-08-18
,,,CA_201520160SB543,1645,2016-08-18
,,,CA_201520160SB693,1645,2016-08-18
,,,CA_201520160SB898,1645,2016-08-18
,,,CA_201520160SB945,1645,2016-08-18
,,,CA_201520160SB1008,1645,2016-08-18
,,,CA_201520160SB1012,1645,2016-08-18
,,,CA_201520160SB1059,1645,2016-08-18
,,,CA_201520160SB1085,1645,2016-08-18
,,,CA_201520160SB1135,1645,2016-08-18
,,,CA_201520160SB996,1645,2016-08-18
,,,CA_201520160SB1139,1645,2016-08-18
,,,CA_201520160SB1262,1645,2016-08-18
,,,CA_201520160SB918,1645,2016-08-18
,,,CA_201520160SB919,1645,2016-08-18
,,,CA_201520160SB998,1645,2016-08-18
,,,CA_201520160SB1439,1645,2016-08-18
,,,CA_201520160SB1458,1645,2016-08-18
,,,CA_201520160SB1473,1645,2016-08-18
,,,CA_201520160SB702,1645,2016-08-18
,,,CA_201520160SB580,1645,2016-08-18
,,,CA_201520160SB1120,1645,2016-08-18
,,,CA_201520160SB1015,1645,2016-08-18
,,,CA_201520160SB1227,1645,2016-08-18
,,,CA_201520160SB683,1645,2016-08-18
,,,CA_201520160SB822,1645,2016-08-18
,,,CA_201520160SB884,1645,2016-08-18
,,,CA_201520160SB1442,1645,2016-08-18
,,,CA_201520160SB777,1645,2016-08-18
,,,CA_201520160SB425,1645,2016-08-18
,,,CA_201520160SB1187,1645,2016-08-18
,,,CA_201520160SB780,1645,2016-08-18
,,,CA_201520160SB1060,1645,2016-08-18
,,,CA_201520160SB1134,1645,2016-08-18
,,,CA_201520160SB1180,1645,2016-08-18
,,,CA_201520160SB1188,1645,2016-08-18
,,,CA_201520160SB1207,1645,2016-08-18
,,,CA_201520160SB958,1645,2016-08-18
,,,CA_201520160SB1314,1645,2016-08-18
,,,CA_201520160SB1359,1645,2016-08-18
,,,CA_201520160SB1412,1645,2016-08-18
,,,CA_201520160SB1386,1645,2016-08-18
,,,CA_201520160SB1433,1645,2016-08-18
,,,CA_201520160SB1340,1645,2016-08-18
,,,CA_201520160SB1463,1645,2016-08-18
,,,CA_201520160SB1113,1645,2016-08-18
,,,CA_201520160SB1143,1645,2016-08-18
,,,CA_201520160SB1182,1645,2016-08-18
,,,CA_201520160SB423,1645,2016-08-18
,,,CA_201520160SB527,1645,2016-08-18
,,,CA_201520160SB911,1645,2016-08-18
,,,CA_201520160SB916,1645,2016-08-18
,,,CA_201520160SB953,1645,2016-08-18
,,,CA_201520160SB959,1645,2016-08-18
,,,CA_201520160SB984,1645,2016-08-18
,,,CA_201520160SB1029,1645,2016-08-18
,,,CA_201520160SB1040,1645,2016-08-18
,,,CA_201520160SB1095,1645,2016-08-18
,,,CA_201520160SB1291,1645,2016-08-18
,,,CA_201520160SB1203,1645,2016-08-18
,,,CA_201520160SB1363,1645,2016-08-18
,,,CA_201520160SB1089,1645,2016-08-18
,,,CA_201520160SB1288,1645,2016-08-18
,,,CA_201520160SB1129,1645,2016-08-18
,,,CA_201520160SB1263,1645,2016-08-18
,,,CA_201520160SB1322,1645,2016-08-18
,,,CA_201520160SB187,1676,2016-08-22
,,,CA_201520160SB817,1676,2016-08-22
,,,CA_201520160SB950,1676,2016-08-22
,,,CA_201520160SB1016,1676,2016-08-22
Eduardo,Garcia,85
,,,CA_201520160AB1657,1004,2016-04-18
,,,CA_201520160AB1662,1004,2016-04-18
,,,CA_201520160AB1677,1004,2016-04-18
,,,CA_201520160AB1685,1004,2016-04-18
,,,CA_201520160AB1691,1004,2016-04-18
,,,CA_201520160AB1814,1004,2016-04-18
,,,CA_201520160AB1908,1004,2016-04-18
,,,CA_201520160AB1910,1004,2016-04-18
,,,CA_201520160AB1960,1004,2016-04-18
,,,CA_201520160AB1982,1004,2016-04-18
,,,CA_201520160AB2092,1004,2016-04-18
,,,CA_201520160AB2227,1004,2016-04-18
,,,CA_201520160AB2253,1004,2016-04-18
,,,CA_201520160AB2367,1004,2016-04-18
,,,CA_201520160AB2382,1004,2016-04-18
,,,CA_201520160AB2428,1004,2016-04-18
,,,CA_201520160AB2559,1004,2016-04-18
,,,CA_201520160AB2620,1004,2016-04-18
,,,CA_201520160AB2690,1004,2016-04-18
,,,CA_201520160AB2718,1004,2016-04-18
,,,CA_201520160AB2730,1004,2016-04-18
,,,CA_201520160AB2790,1004,2016-04-18
,,,CA_201520160AB2866,1004,2016-04-18
,,,CA_201520160AB1640,1014,2016-04-20
,,,CA_201520160AB1669,1014,2016-04-20
,,,CA_201520160AB1732,1014,2016-04-20
,,,CA_201520160AB1810,1014,2016-04-20
,,,CA_201520160AB2088,1014,2016-04-20
,,,CA_201520160AB2286,1014,2016-04-20
,,,CA_201520160AB2438,1014,2016-04-20
,,,CA_201520160AB2555,1014,2016-04-20
,,,CA_201520160AB2867,1064,2016-04-27
,,,CA_201520160SB814,1306,2016-06-14
,,,CA_201520160SB661,1373,2016-06-22
,,,CA_201520160SB247,1401,2016-06-29
,,,CA_201520160SB759,1401,2016-06-29
,,,CA_201520160SB814,1401,2016-06-29
,,,CA_201520160SB896,1401,2016-06-29
,,,CA_201520160SB923,1401,2016-06-29
,,,CA_201520160SB954,1401,2016-06-29
,,,CA_201520160SB977,1401,2016-06-29
,,,CA_201520160SB1030,1401,2016-06-29
,,,CA_201520160SB1036,1401,2016-06-29
,,,CA_201520160SB1062,1401,2016-06-29
,,,CA_201520160SB1089,1401,2016-06-29
,,,CA_201520160SB1241,1401,2016-06-29
,,,CA_201520160SB512,1413,2016-06-29
,,,CA_201520160SB1017,1413,2016-06-29
,,,CA_201520160SB1017,1530,2016-08-10
,,,CA_201520160AB902,634,2015-04-23
,,,CA_201520160AB1322,643,2015-05-07
,,,CA_201520160AB1157,747,2015-05-22
,,,CA_201520160AB896,744,2015-05-28
,,,CA_201520160AB1099,744,2015-05-28
,,,CA_201520160SB175,806,2015-08-24
,,,CA_201520160AB708,731,2016-01-28
,,,CA_201520160AB326,700,2016-01-15
,,,CA_201520160AB488,700,2016-01-15
,,,CA_201520160SB32,912,2015-09-08
,,,CA_201520160SB7,912,2015-09-08
,,,CA_201520160SB308,562,2015-09-09
,,,CA_201520160AB350,718,2016-01-25
,,,CA_201520160AB73,718,2016-01-25
,,,CA_201520160AB581,718,2016-01-25
,,,CA_201520160AB796,718,2016-01-25
,,,CA_201520160AB1005,718,2016-01-25
,,,CA_201520160AB1180,718,2016-01-25
,,,CA_201520160AB1348,718,2016-01-25
,,,CA_201520160AB1395,718,2016-01-25
,,,CA_201520160AB1449,718,2016-01-25
,,,CA_201520160AB1362,728,2016-01-27
,,,CA_201520160ACR137,1065,2016-04-28
,,,CA_201520160AB2566,1116,2016-05-09
,,,CA_201520160AB2250,1116,2016-05-09
,,,CA_201520160AB1732,1116,2016-05-09
,,,CA_201520160AB1680,1116,2016-05-09
,,,CA_201520160AB2655,1116,2016-05-09
,,,CA_201520160AB2513,1116,2016-05-09
,,,CA_201520160AB2126,1116,2016-05-09
,,,CA_201520160AB1825,1116,2016-05-09
,,,CA_201520160AB2584,1116,2016-05-09
,,,CA_201520160AB1887,1116,2016-05-09
,,,CA_201520160AB2559,1116,2016-05-09
,,,CA_201520160AB2820,1116,2016-05-09
,,,CA_201520160AB2337,1170,2016-05-19
Eric,Linder,61
,,,CA_201520160SB414,418,2015-07-15
,,,CA_201520160SB654,1677,2016-08-22
,,,CA_201520160AJR4,593,2015-02-17
,,,CA_201520160AB275,632,2015-04-20
,,,CA_201520160AB520,635,2015-04-27
,,,CA_201520160AB1520,629,2015-04-16
,,,CA_201520160AB1523,629,2015-04-16
,,,CA_201520160AB573,659,2015-05-14
,,,CA_201520160AB359,745,2015-05-26
,,,CA_201520160AB1217,745,2015-05-26
,,,CA_201520160AB1103,745,2015-05-26
,,,CA_201520160AB1260,748,2015-06-01
,,,CA_201520160SJR3,773,2015-06-25
,,,CA_201520160AJR12,774,2015-06-29
,,,CA_201520160AB326,700,2016-01-15
,,,CA_201520160AB488,700,2016-01-15
,,,CA_201520160AB1544,892,2015-09-02
,,,CA_201520160SB703,892,2015-09-02
,,,CA_201520160SB365,562,2015-09-09
,,,CA_201520161SB4,562,2015-09-09
,,,CA_201520162SB2,562,2015-09-09
,,,CA_201520160SB3,937,2016-03-31
,,,CA_201520160AB1705,937,2016-03-31
,,,CA_201520160AB1947,990,2016-04-14
,,,CA_201520160AB1817,990,2016-04-14
,,,CA_201520160AJR32,1022,2016-04-21
,,,CA_201520160AB1887,1116,2016-05-09
,,,CA_201520160AB2250,1116,2016-05-09
,,,CA_201520160AB2272,1170,2016-05-19
,,,CA_201520160AB1757,1170,2016-05-19
,,,CA_201520160AB1840,1170,2016-05-19
,,,CA_201520160AB2455,1194,2016-05-23
,,,CA_201520160AB1909,1246,2016-06-02
,,,CA_201520160AB2724,1246,2016-06-02
,,,CA_201520160AB2197,1246,2016-06-02
,,,CA_201520160AB2425,1246,2016-06-02
,,,CA_201520160AB2523,1246,2016-06-02
,,,CA_201520160AB2730,1246,2016-06-02
,,,CA_201520160AB2844,1246,2016-06-02
,,,CA_201520160AB1762,1246,2016-06-02
,,,CA_201520160AB2748,1246,2016-06-02
,,,CA_201520160AB2087,1246,2016-06-02
,,,CA_201520160AB2153,1243,2016-06-01
,,,CA_201520160AB2153,1246,2016-06-02
,,,CA_201520160AB2467,1246,2016-06-02
,,,CA_201520160AB2377,1243,2016-06-01
,,,CA_201520160AB2800,1243,2016-06-01
,,,CA_201520160AB1716,1243,2016-06-01
,,,CA_201520160AB2373,1243,2016-06-01
,,,CA_201520160AB1794,1243,2016-06-01
,,,CA_201520160AB1883,1243,2016-06-01
,,,CA_201520160SB308,1288,2016-06-13
,,,CA_201520160SJR20,1408,2016-06-30
,,,CA_201520160HR56,1408,2016-06-30
,,,CA_201520160SB448,1489,2016-08-01
,,,CA_201520160SB1242,1547,2016-08-15
,,,CA_201520160SB1379,1640,2016-08-19
,,,CA_201520160SB308,1775,2016-08-25
,,,CA_201520160SB7,1775,2016-08-25
,,,CA_201520160SB1380,1785,2016-08-29
,,,CA_201520160SB1435,1785,2016-08-29
David,Hadley,89
,,,CA_201520160AB158,625,2015-04-09
,,,CA_201520160AB87,615,2015-03-19
,,,CA_201520160AB1279,643,2015-05-07
,,,CA_201520160AB525,659,2015-05-14
,,,CA_201520160AB1358,659,2015-05-14
,,,CA_201520160AB832,659,2015-05-14
,,,CA_201520160AB429,645,2015-05-11
,,,CA_201520160AB1175,645,2015-05-11
,,,CA_201520160AB969,660,2015-05-18
,,,CA_201520160AB1305,748,2015-06-01
,,,CA_201520160AB88,748,2015-06-01
,,,CA_201520160AB181,748,2015-06-01
,,,CA_201520160AB186,748,2015-06-01
,,,CA_201520160AB648,748,2015-06-01
,,,CA_201520160AJR12,774,2015-06-29
,,,CA_201520160SJR13,878,2015-08-31
,,,CA_201520160AB708,731,2016-01-28
,,,CA_201520160ACR104,741,2016-02-04
,,,CA_201520160SB707,884,2015-09-01
,,,CA_201520160SB43,884,2015-09-01
,,,CA_201520160SB359,907,2015-09-03
,,,CA_201520160SB555,907,2015-09-03
,,,CA_201520160SB504,878,2015-08-31
,,,CA_201520160HR32,705,2016-01-19
,,,CA_201520160AB350,718,2016-01-25
,,,CA_201520160AB241,728,2016-01-27
,,,CA_201520160AB26,728,2016-01-27
,,,CA_201520160AB45,728,2016-01-27
,,,CA_201520160AB2159,1081,2016-04-07
,,,CA_201520160AB1787,974,2016-04-11
,,,CA_201520160AB2509,1022,2016-04-21
,,,CA_201520160AB2738,1022,2016-04-21
,,,CA_201520160AB1970,1022,2016-04-21
,,,CA_201520160AJR32,1022,2016-04-21
,,,CA_201520160AB2531,1065,2016-04-28
,,,CA_201520160AB1599,1065,2016-04-28
,,,CA_201520160AB1810,1036,2016-04-25
,,,CA_201520160AB1993,1139,2016-05-12
,,,CA_201520160AB1685,1139,2016-05-12
,,,CA_201520160SB254,1139,2016-05-12
,,,CA_201520160AB2429,1140,2016-05-16
,,,CA_201520160AB2748,1106,2016-05-05
,,,CA_201520160AB1926,1170,2016-05-19
,,,CA_201520160AB2272,1170,2016-05-19
,,,CA_201520160AB1757,1170,2016-05-19
,,,CA_201520160AB2025,1170,2016-05-19
,,,CA_201520160AB2546,1170,2016-05-19
,,,CA_201520160AB1662,1170,2016-05-19
,,,CA_201520160AB2533,1170,2016-05-19
,,,CA_201520160AB2385,1170,2016-05-19
,,,CA_201520160SB1408,1237,2016-05-27
,,,CA_201520160SB826,1237,2016-05-27
,,,CA_201520160AB2007,1237,2016-05-27
,,,CA_201520160AJR29,1237,2016-05-27
,,,CA_201520160AB2082,1237,2016-05-27
,,,CA_201520160AB2590,1237,2016-05-27
,,,CA_201520160AB2220,1237,2016-05-27
,,,CA_201520160AB2826,1237,2016-05-27
,,,CA_201520160AB1886,1237,2016-05-27
,,,CA_201520160AB2501,1237,2016-05-27
,,,CA_201520160AB1924,1237,2016-05-27
,,,CA_201520160AB1749,1237,2016-05-27
,,,CA_201520160AB2770,1237,2016-05-27
,,,CA_201520160AB1979,1237,2016-05-27
,,,CA_201520160AB2078,1237,2016-05-27
,,,CA_201520160AB2263,1237,2016-05-27
,,,CA_201520160AB2737,1237,2016-05-27
,,,CA_201520160AB2438,1194,2016-05-23
,,,CA_201520160AB2455,1194,2016-05-23
,,,CA_201520160AB1557,1194,2016-05-23
,,,CA_201520160AB2594,1194,2016-05-23
,,,CA_201520160AB2446,1194,2016-05-23
,,,CA_201520160AB1820,1194,2016-05-23
,,,CA_201520160SJR19,1194,2016-05-23
,,,CA_201520160AB2878,1239,2016-05-31
,,,CA_201520160AB1785,1239,2016-05-31
,,,CA_201520160AB1671,1239,2016-05-31
,,,CA_201520160AB1719,1239,2016-05-31
,,,CA_201520160AB2667,1239,2016-05-31
,,,CA_201520160AJR38,1288,2016-06-13
,,,CA_201520160SB308,1288,2016-06-13
,,,CA_201520160SB654,1532,2016-08-11
,,,CA_201520160SB450,1645,2016-08-18
,,,CA_201520160SB1012,1645,2016-08-18
,,,CA_201520160SB777,1645,2016-08-18
,,,CA_201520160SB780,1645,2016-08-18
,,,CA_201520160HR62,1767,2016-08-25
,,,CA_201520160SB1441,1785,2016-08-29
,,,CA_201520160SB1435,1785,2016-08-29
Melissa,Melendez,165
,,,CA_201520160SJR2,622,2015-03-26
,,,CA_201520160AB7,625,2015-04-09
,,,CA_201520160AB87,615,2015-03-19
,,,CA_201520160AB275,632,2015-04-20
,,,CA_201520160AB520,635,2015-04-27
,,,CA_201520160AB1520,629,2015-04-16
,,,CA_201520160AB1523,629,2015-04-16
,,,CA_201520160AB365,634,2015-04-23
,,,CA_201520160AB610,643,2015-05-07
,,,CA_201520160AB1245,660,2015-05-18
,,,CA_201520160AB970,660,2015-05-18
,,,CA_201520160AB813,660,2015-05-18
,,,CA_201520160AB1343,660,2015-05-18
,,,CA_201520160AB864,660,2015-05-18
,,,CA_201520160AB792,660,2015-05-18
,,,CA_201520160AB960,660,2015-05-18
,,,CA_201520160AB1004,660,2015-05-18
,,,CA_201520160AB604,660,2015-05-18
,,,CA_201520160AB643,660,2015-05-18
,,,CA_201520160AB746,660,2015-05-18
,,,CA_201520160AB969,660,2015-05-18
,,,CA_201520160AJR9,660,2015-05-18
,,,CA_201520160AB1119,660,2015-05-18
,,,CA_201520160AB1127,660,2015-05-18
,,,CA_201520160AB596,660,2015-05-18
,,,CA_201520160AB21,660,2015-05-18
,,,CA_201520160AB36,660,2015-05-18
,,,CA_201520160AB159,660,2015-05-18
,,,CA_201520160AB601,660,2015-05-18
,,,CA_201520160AB1083,660,2015-05-18
,,,CA_201520160AB1153,660,2015-05-18
,,,CA_201520160AB1537,660,2015-05-18
,,,CA_201520160AB316,660,2015-05-18
,,,CA_201520160AB317,660,2015-05-18
,,,CA_201520160AB888,747,2015-05-22
,,,CA_201520160AB816,747,2015-05-22
,,,CA_201520160AB1045,744,2015-05-28
,,,CA_201520160AJR14,744,2015-05-28
,,,CA_201520160AB988,527,2015-06-03
,,,CA_201520160AB174,527,2015-06-03
,,,CA_201520160AB1230,541,2015-06-02
,,,CA_201520160AB906,541,2015-06-02
,,,CA_201520160AB38,541,2015-06-02
,,,CA_201520160AB635,541,2015-06-02
,,,CA_201520160AB146,541,2015-06-02
,,,CA_201520160AB909,541,2015-06-02
,,,CA_201520160AB1016,541,2015-06-02
,,,CA_201520160AB1400,527,2015-06-03
,,,CA_201520160AB1258,527,2015-06-03
,,,CA_201520160AB43,527,2015-06-03
,,,CA_201520160AB470,527,2015-06-03
,,,CA_201520160AB647,528,2015-06-04
,,,CA_201520160AB1451,528,2015-06-04
,,,CA_201520160AB870,528,2015-06-04
,,,CA_201520160AB827,528,2015-06-04
,,,CA_201520160AB1025,528,2015-06-04
,,,CA_201520160HR24,772,2015-06-22
,,,CA_201520160AJR23,772,2015-06-22
,,,CA_201520160AJR16,773,2015-06-25
,,,CA_201520160AJR19,773,2015-06-25
,,,CA_201520160SB517,773,2015-06-25
,,,CA_201520160SB222,773,2015-06-25
,,,CA_201520160SB242,773,2015-06-25
,,,CA_201520160SJR3,773,2015-06-25
,,,CA_201520160SJR5,773,2015-06-25
,,,CA_201520160SB186,802,2015-08-17
,,,CA_201520160SB492,802,2015-08-17
,,,CA_201520160SB382,787,2015-07-16
,,,CA_201520160SB600,806,2015-08-24
,,,CA_201520160SJR13,878,2015-08-31
,,,CA_201520160SB34,907,2015-09-03
,,,CA_201520160AB1544,892,2015-09-02
,,,CA_201520160AJR27,892,2015-09-02
,,,CA_201520160SB731,892,2015-09-02
,,,CA_201520160SB451,878,2015-08-31
,,,CA_201520160SB539,878,2015-08-31
,,,CA_201520160SB530,912,2015-09-08
,,,CA_201520161SB4,562,2015-09-09
,,,CA_201520162SB2,562,2015-09-09
,,,CA_201520162AB7,851,2016-03-03
,,,CA_201520162AB9,851,2016-03-03
,,,CA_201520160AB1597,916,2016-03-28
,,,CA_201520160AB1787,974,2016-04-11
,,,CA_201520160AB1705,937,2016-03-31
,,,CA_201520160AJR34,1001,2016-04-18
,,,CA_201520160SB93,990,2016-04-14
,,,CA_201520160AB2291,990,2016-04-14
,,,CA_201520160AB1947,990,2016-04-14
,,,CA_201520160AB2218,990,2016-04-14
,,,CA_201520160ACR121,990,2016-04-14
,,,CA_201520160AB1817,990,2016-04-14
,,,CA_201520160AB2531,1065,2016-04-28
,,,CA_201520160AB2286,1065,2016-04-28
,,,CA_201520160AB2688,1139,2016-05-12
,,,CA_201520160AB2406,1139,2016-05-12
,,,CA_201520160AB2316,1139,2016-05-12
,,,CA_201520160AB2566,1116,2016-05-09
,,,CA_201520160AB1825,1116,2016-05-09
,,,CA_201520160AB2584,1116,2016-05-09
,,,CA_201520160AB2250,1116,2016-05-09
,,,CA_201520160SB1408,1237,2016-05-27
